sample	First_attempt_Plate	First_attempt_Plate.numeric
A31T104.3_116	First_attempt_Plate7	7
A31T104.3_117	First_attempt_Plate7	7
A31T104.3_118	First_attempt_Plate7	7
A31T104.3_119	First_attempt_Plate7	7
A31T104.3_120	First_attempt_Plate7	7
A31T104.3_121	First_attempt_Plate7	7
A31T104.3_122	First_attempt_Plate7	7
A31T104.3_123	First_attempt_Plate7	7
A5T1.3_1	First_attempt_Plate7	7
A5T1.3_2	First_attempt_Plate7	7
A5T1.3_3	First_attempt_Plate7	7
A5T1.3_4	First_attempt_Plate7	7
A5T1.3_5	First_attempt_Plate7	7
A5T1.3_6	First_attempt_Plate7	7
A5T1.3_7	First_attempt_Plate7	7
A5T1.3_8	First_attempt_Plate7	7
A5T1.3_9	First_attempt_Plate7	7
A5T1.3_10	First_attempt_Plate7	7
A5T1.3_11	First_attempt_Plate7	7
A5T1.3_12	First_attempt_Plate7	7
A5T1.3_13	First_attempt_Plate7	7
A5T1.3_14	First_attempt_Plate7	7
A5T1.3_15	First_attempt_Plate7	7
A5T1.3_16	First_attempt_Plate7	7
A5T1.3_17	First_attempt_Plate7	7
A5T1.3_18	First_attempt_Plate7	7
A5T1.3_19	First_attempt_Plate7	7
A5T1.3_20	First_attempt_Plate7	7
A5T1.3_21	First_attempt_Plate7	7
A5T1.3_22	First_attempt_Plate7	7
A5T1.3_23	First_attempt_Plate7	7
A5T1.3_24	First_attempt_Plate7	7
A5T1.3_25	First_attempt_Plate7	7
A5T1.3_26	First_attempt_Plate7	7
A5T1.3_27	First_attempt_Plate7	7
A5T1.3_28	First_attempt_Plate7	7
A5T1.3_29	First_attempt_Plate7	7
A5T1.3_30	First_attempt_Plate7	7
A5T1.3_31	First_attempt_Plate7	7
A5T1.3_32	First_attempt_Plate7	7
A5T101.3_1	First_attempt_Plate7	7
A5T101.3_2	First_attempt_Plate7	7
A5T101.3_3	First_attempt_Plate7	7
A5T101.3_4	First_attempt_Plate7	7
First_attempt_Plate7_DNApositive	First_attempt_Plate7	7
First_attempt_Plate7_PCRpositive	First_attempt_Plate7	7
First_attempt_Plate7_neg2	First_attempt_Plate7	7
A5T1.3_33	First_attempt_Plate8	8
A5T1.3_34	First_attempt_Plate8	8
A5T1.3_35	First_attempt_Plate8	8
A5T1.3_36	First_attempt_Plate8	8
A5T1.3_37	First_attempt_Plate8	8
A5T1.3_38	First_attempt_Plate8	8
A5T1.3_39	First_attempt_Plate8	8
A5T1.3_40	First_attempt_Plate8	8
A5T1.3_41	First_attempt_Plate8	8
A5T1.3_42	First_attempt_Plate8	8
A5T1.3_43	First_attempt_Plate8	8
A5T1.3_44	First_attempt_Plate8	8
A5T1.3_45	First_attempt_Plate8	8
A5T1.3_46	First_attempt_Plate8	8
A5T1.3_47	First_attempt_Plate8	8
A5T1.3_48	First_attempt_Plate8	8
A5T1.3_49	First_attempt_Plate8	8
A5T1.3_50	First_attempt_Plate8	8
A5T1.3_51	First_attempt_Plate8	8
A5T1.3_52	First_attempt_Plate8	8
A5T1.3_53	First_attempt_Plate8	8
A5T1.3_54	First_attempt_Plate8	8
A5T1.3_55	First_attempt_Plate8	8
A5T1.3_56	First_attempt_Plate8	8
A5T1.3_57	First_attempt_Plate8	8
A5T1.3_58	First_attempt_Plate8	8
A5T1.3_59	First_attempt_Plate8	8
A5T1.3_60	First_attempt_Plate8	8
A5T1.3_61	First_attempt_Plate8	8
A5T1.3_62	First_attempt_Plate8	8
A5T1.3_63	First_attempt_Plate8	8
A5T1.3_64	First_attempt_Plate8	8
A5T1.3_65	First_attempt_Plate8	8
A5T1.3_66	First_attempt_Plate8	8
A5T1.3_67	First_attempt_Plate8	8
A5T1.3_68	First_attempt_Plate8	8
A5T1.3_69	First_attempt_Plate8	8
A5T1.3_70	First_attempt_Plate8	8
A5T1.3_71	First_attempt_Plate8	8
A5T1.3_72	First_attempt_Plate8	8
A5T1.3_73	First_attempt_Plate8	8
A5T1.3_74	First_attempt_Plate8	8
A5T102.1_1	First_attempt_Plate8	8
A5T102.1_2	First_attempt_Plate8	8
A5T102.1_3	First_attempt_Plate8	8
A5T102.1_4	First_attempt_Plate8	8
A5T102.1_5	First_attempt_Plate8	8
First_attempt_Plate8_neg1	First_attempt_Plate8	8
A5T102.1_6	First_attempt_Plate8	8
A5T102.1_7	First_attempt_Plate8	8
A5T102.1_8	First_attempt_Plate8	8
A5T102.1_9	First_attempt_Plate8	8
A5T102.1_10	First_attempt_Plate8	8
A5T102.1_11	First_attempt_Plate8	8
A5T102.1_12	First_attempt_Plate8	8
A5T102.1_13	First_attempt_Plate8	8
A5T102.1_14	First_attempt_Plate8	8
A5T102.1_15	First_attempt_Plate8	8
A5T102.1_16	First_attempt_Plate8	8
A5T102.1_17	First_attempt_Plate8	8
A5T102.1_18	First_attempt_Plate8	8
A5T102.1_19	First_attempt_Plate8	8
A5T102.1_20	First_attempt_Plate8	8
A5T102.1_21	First_attempt_Plate8	8
A5T102.1_22	First_attempt_Plate8	8
A5T102.1_23	First_attempt_Plate8	8
A5T102.1_24	First_attempt_Plate8	8
A5T102.1_25	First_attempt_Plate8	8
A5T102.1_26	First_attempt_Plate8	8
A5T102.1_27	First_attempt_Plate8	8
A5T102.1_28	First_attempt_Plate8	8
A5T102.1_29	First_attempt_Plate8	8
A5T102.1_30	First_attempt_Plate8	8
A5T102.1_31	First_attempt_Plate8	8
A5T102.1_32	First_attempt_Plate8	8
A5T102.1_33	First_attempt_Plate8	8
A5T102.1_34	First_attempt_Plate8	8
A5T102.1_35	First_attempt_Plate8	8
A5T102.1_36	First_attempt_Plate8	8
A5T102.1_37	First_attempt_Plate8	8
A5T102.1_38	First_attempt_Plate8	8
A5T102.1_39	First_attempt_Plate8	8
A5T102.1_40	First_attempt_Plate8	8
A5T102.1_41	First_attempt_Plate8	8
A5T102.1_42	First_attempt_Plate8	8
A5T102.1_43	First_attempt_Plate8	8
A5T102.1_44	First_attempt_Plate8	8
A5T102.1_45	First_attempt_Plate8	8
A5T102.1_46	First_attempt_Plate8	8
A5T102.1_47	First_attempt_Plate8	8
A5T102.1_48	First_attempt_Plate8	8
A5T102.1_49	First_attempt_Plate8	8
A5T102.1_50	First_attempt_Plate8	8
First_attempt_Plate8_DNApositive	First_attempt_Plate8	8
First_attempt_Plate8_PCRpositive	First_attempt_Plate8	8
First_attempt_Plate8_neg2	First_attempt_Plate8	8
A5T102.1_51	First_attempt_Plate9	9
A5T102.1_52	First_attempt_Plate9	9
A5T102.1_53	First_attempt_Plate9	9
A5T102.1_54	First_attempt_Plate9	9
A5T102.1_55	First_attempt_Plate9	9
A5T102.1_56	First_attempt_Plate9	9
A5T102.1_57	First_attempt_Plate9	9
A5T102.1_58	First_attempt_Plate9	9
A5T102.1_59	First_attempt_Plate9	9
A5T102.1_60	First_attempt_Plate9	9
A5T102.1_61	First_attempt_Plate9	9
A5T102.1_62	First_attempt_Plate9	9
A5T102.1_63	First_attempt_Plate9	9
A5T102.1_64	First_attempt_Plate9	9
A5T102.1_65	First_attempt_Plate9	9
A5T102.1_66	First_attempt_Plate9	9
A5T102.1_67	First_attempt_Plate9	9
A5T102.1_68	First_attempt_Plate9	9
A5T102.1_69	First_attempt_Plate9	9
A5T102.1_70	First_attempt_Plate9	9
A5T102.1_71	First_attempt_Plate9	9
A5T102.1_72	First_attempt_Plate9	9
A5T102.1_73	First_attempt_Plate9	9
A5T102.1_74	First_attempt_Plate9	9
A5T102.1_75	First_attempt_Plate9	9
A5T102.1_76	First_attempt_Plate9	9
A5T102.1_77	First_attempt_Plate9	9
A5T102.1_78	First_attempt_Plate9	9
A5T102.1_79	First_attempt_Plate9	9
A5T102.1_80	First_attempt_Plate9	9
A5T102.1_81	First_attempt_Plate9	9
A5T102.2_1	First_attempt_Plate9	9
A5T102.2_2	First_attempt_Plate9	9
A5T102.2_3	First_attempt_Plate9	9
A5T102.2_4	First_attempt_Plate9	9
A5T102.2_5	First_attempt_Plate9	9
A5T102.2_6	First_attempt_Plate9	9
A5T102.2_7	First_attempt_Plate9	9
A5T102.2_8	First_attempt_Plate9	9
A5T102.2_9	First_attempt_Plate9	9
A5T102.2_10	First_attempt_Plate9	9
A5T102.2_11	First_attempt_Plate9	9
A5T102.2_12	First_attempt_Plate9	9
A5T102.2_13	First_attempt_Plate9	9
A5T102.2_14	First_attempt_Plate9	9
A5T102.2_15	First_attempt_Plate9	9
A5T102.2_16	First_attempt_Plate9	9
First_attempt_Plate9_neg1	First_attempt_Plate9	9
A5T102.2_17	First_attempt_Plate9	9
A5T102.2_18	First_attempt_Plate9	9
A5T102.2_19	First_attempt_Plate9	9
A5T102.2_20	First_attempt_Plate9	9
A5T102.2_21	First_attempt_Plate9	9
A5T102.2_22	First_attempt_Plate9	9
A5T102.2_23	First_attempt_Plate9	9
A5T102.2_24	First_attempt_Plate9	9
A5T102.2_25	First_attempt_Plate9	9
A5T102.2_26	First_attempt_Plate9	9
A5T102.2_27	First_attempt_Plate9	9
A5T102.2_28	First_attempt_Plate9	9
A5T102.2_29	First_attempt_Plate9	9
A5T102.2_30	First_attempt_Plate9	9
A5T102.2_31	First_attempt_Plate9	9
A5T102.2_32	First_attempt_Plate9	9
A5T102.2_33	First_attempt_Plate9	9
A5T102.2_34	First_attempt_Plate9	9
A5T102.2_35	First_attempt_Plate9	9
A5T102.2_36	First_attempt_Plate9	9
A5T102.2_37	First_attempt_Plate9	9
A5T102.2_38	First_attempt_Plate9	9
A5T102.2_39	First_attempt_Plate9	9
A5T102.2_40	First_attempt_Plate9	9
A5T102.2_41	First_attempt_Plate9	9
A5T102.2_42	First_attempt_Plate9	9
A5T102.2_43	First_attempt_Plate9	9
A5T102.2_44	First_attempt_Plate9	9
A5T102.2_45	First_attempt_Plate9	9
A5T102.2_46	First_attempt_Plate9	9
A5T102.2_47	First_attempt_Plate9	9
A5T102.2_48	First_attempt_Plate9	9
A5T102.2_49	First_attempt_Plate9	9
A5T102.2_50	First_attempt_Plate9	9
A5T102.2_51	First_attempt_Plate9	9
A5T102.2_52	First_attempt_Plate9	9
A5T102.2_53	First_attempt_Plate9	9
A5T102.2_54	First_attempt_Plate9	9
A5T102.2_55	First_attempt_Plate9	9
A5T102.3_1	First_attempt_Plate9	9
A5T102.3_2	First_attempt_Plate9	9
A5T102.3_3	First_attempt_Plate9	9
A5T102.3_4	First_attempt_Plate9	9
A5T102.3_5	First_attempt_Plate9	9
A5T102.3_6	First_attempt_Plate9	9
First_attempt_Plate9_DNApositive	First_attempt_Plate9	9
First_attempt_Plate9_PCRpositive	First_attempt_Plate9	9
First_attempt_Plate9_neg2	First_attempt_Plate9	9
A5T102.3_7	First_attempt_Plate10	10
A5T102.3_8	First_attempt_Plate10	10
A5T102.3_9	First_attempt_Plate10	10
A5T102.3_10	First_attempt_Plate10	10
A5T102.3_11	First_attempt_Plate10	10
A5T102.3_12	First_attempt_Plate10	10
A5T102.3_13	First_attempt_Plate10	10
A5T102.3_14	First_attempt_Plate10	10
A5T102.3_15	First_attempt_Plate10	10
A5T102.3_16	First_attempt_Plate10	10
A5T102.3_17	First_attempt_Plate10	10
A5T102.3_18	First_attempt_Plate10	10
A5T102.3_19	First_attempt_Plate10	10
A5T102.3_20	First_attempt_Plate10	10
A5T102.3_21	First_attempt_Plate10	10
A5T102.3_22	First_attempt_Plate10	10
A5T102.3_23	First_attempt_Plate10	10
A5T102.3_24	First_attempt_Plate10	10
A5T102.3_25	First_attempt_Plate10	10
A5T102.3_26	First_attempt_Plate10	10
A5T102.3_27	First_attempt_Plate10	10
A5T102.3_28	First_attempt_Plate10	10
A5T102.3_29	First_attempt_Plate10	10
A5T102.3_30	First_attempt_Plate10	10
A5T102.3_31	First_attempt_Plate10	10
A5T102.3_32	First_attempt_Plate10	10
A5T102.3_33	First_attempt_Plate10	10
A5T102.3_34	First_attempt_Plate10	10
A5T102.3_35	First_attempt_Plate10	10
A5T102.3_36	First_attempt_Plate10	10
A5T102.3_37	First_attempt_Plate10	10
A5T102.3_38	First_attempt_Plate10	10
A5T102.3_39	First_attempt_Plate10	10
A5T102.3_40	First_attempt_Plate10	10
A5T102.3_41	First_attempt_Plate10	10
A5T102.3_42	First_attempt_Plate10	10
A5T102.3_43	First_attempt_Plate10	10
A5T102.3_44	First_attempt_Plate10	10
A5T102.3_45	First_attempt_Plate10	10
A5T102.3_46	First_attempt_Plate10	10
A5T102.3_47	First_attempt_Plate10	10
A5T102.3_48	First_attempt_Plate10	10
A5T102.3_49	First_attempt_Plate10	10
A5T102.3_50	First_attempt_Plate10	10
A5T102.3_51	First_attempt_Plate10	10
A5T102.3_52	First_attempt_Plate10	10
A5T102.3_53	First_attempt_Plate10	10
First_attempt_Plate10_neg1	First_attempt_Plate10	10
A5T5.5_1	First_attempt_Plate10	10
A5T5.5_2	First_attempt_Plate10	10
A5T5.5_3	First_attempt_Plate10	10
A5T5.5_4	First_attempt_Plate10	10
A5T5.5_5	First_attempt_Plate10	10
A5T5.5_6	First_attempt_Plate10	10
A5T5.5_7	First_attempt_Plate10	10
A5T5.5_8	First_attempt_Plate10	10
A5T5.5_9	First_attempt_Plate10	10
A5T5.5_10	First_attempt_Plate10	10
A5T5.5_11	First_attempt_Plate10	10
A5T5.5_12	First_attempt_Plate10	10
A5T5.5_13	First_attempt_Plate10	10
A5T5.5_14	First_attempt_Plate10	10
A5T5.5_15	First_attempt_Plate10	10
A5T5.5_16	First_attempt_Plate10	10
A5T5.5_17	First_attempt_Plate10	10
A5T5.5_18	First_attempt_Plate10	10
A5T5.5_19	First_attempt_Plate10	10
A5T5.5_20	First_attempt_Plate10	10
A5T5.5_21	First_attempt_Plate10	10
A5T5.5_22	First_attempt_Plate10	10
A5T5.5_23	First_attempt_Plate10	10
A5T5.5_24	First_attempt_Plate10	10
A5T5.5_25	First_attempt_Plate10	10
A5T5.5_26	First_attempt_Plate10	10
A5T5.5_27	First_attempt_Plate10	10
A5T5.5_28	First_attempt_Plate10	10
A5T5.5_29	First_attempt_Plate10	10
A5T5.5_30	First_attempt_Plate10	10
A5T5.5_31	First_attempt_Plate10	10
A5T5.5_32	First_attempt_Plate10	10
A5T5.5_33	First_attempt_Plate10	10
A5T5.5_34	First_attempt_Plate10	10
A5T5.5_35	First_attempt_Plate10	10
A5T5.5_36	First_attempt_Plate10	10
A5T5.5_37	First_attempt_Plate10	10
A5T5.5_38	First_attempt_Plate10	10
A5T5.5_39	First_attempt_Plate10	10
A5T5.5_40	First_attempt_Plate10	10
A5T5.5_41	First_attempt_Plate10	10
A5T5.5_42	First_attempt_Plate10	10
A5T5.5_43	First_attempt_Plate10	10
A5T5.5_44	First_attempt_Plate10	10
A5T5.5_45	First_attempt_Plate10	10
First_attempt_Plate10_DNApositive	First_attempt_Plate10	10
First_attempt_Plate10_PCRpositive	First_attempt_Plate10	10
First_attempt_Plate10_neg2	First_attempt_Plate10	10
